ip_address,username,failed_attempts,successful_attempts,time_window,label
192.168.214.132,guest,1,1,1,0
192.168.62.2,test,195,0,1,1
192.168.78.195,user,1,0,1,0
192.168.252.39,guest,20,0,1,1
192.168.22.56,admin,184,0,5,1
192.168.67.172,test,0,0,5,0
192.168.163.249,admin,3,1,5,0
192.168.3.252,guest,1,0,5,0
192.168.136.154,test,193,0,10,1
192.168.136.182,test,176,0,1,1
192.168.162.46,guest,1,0,30,0
192.168.35.252,user,1,0,30,0
192.168.207.230,guest,1,0,30,0
192.168.248.113,test,2,0,1,0
192.168.63.253,test,2,1,1,0
192.168.180.106,admin,177,0,30,1
192.168.21.68,user,0,0,1,0
192.168.184.216,admin,50,0,30,1
192.168.86.144,guest,1,1,1,0
192.168.202.90,user,0,1,10,0
192.168.196.64,admin,3,0,10,0
192.168.255.87,user,1,1,30,0
192.168.166.193,user,104,0,10,1
192.168.34.80,admin,3,1,1,0
192.168.90.146,user,3,0,10,0
192.168.53.91,admin,170,0,30,1
192.168.80.28,test,84,0,5,1
192.168.142.5,admin,0,0,10,0
192.168.68.34,user,80,0,1,1
192.168.4.165,admin,31,0,30,1
192.168.110.182,user,194,0,30,1
192.168.137.163,test,1,1,10,0
192.168.27.225,guest,182,0,10,1
192.168.227.83,admin,1,1,5,0
192.168.5.177,test,198,0,30,1
192.168.7.187,test,1,0,5,0
192.168.141.71,guest,0,1,10,0
192.168.243.195,test,3,1,5,0
192.168.54.71,user,0,0,10,0
192.168.104.32,guest,3,0,5,0
192.168.69.120,test,165,0,5,1
192.168.64.162,user,2,0,30,0
192.168.142.125,guest,100,0,30,1
192.168.122.155,user,3,1,10,0
192.168.206.1,admin,3,1,10,0
192.168.208.18,admin,152,0,30,1
192.168.27.29,guest,3,0,30,0
192.168.16.68,test,1,1,5,0
192.168.207.249,guest,3,0,1,0
192.168.200.93,test,1,0,5,0
192.168.51.147,user,0,0,30,0
192.168.91.166,guest,3,0,5,0
192.168.139.228,test,99,0,10,1
192.168.196.74,guest,3,0,5,0
192.168.134.57,user,133,0,30,1
192.168.223.149,guest,3,1,1,0
192.168.95.67,user,49,0,30,1
192.168.61.32,test,3,0,30,0
192.168.45.218,test,127,0,30,1
192.168.79.202,user,3,1,1,0
192.168.119.124,test,1,1,30,0
192.168.35.33,admin,3,1,10,0
192.168.64.159,user,1,1,1,0
192.168.79.243,user,2,1,5,0
192.168.188.23,user,0,1,5,0
192.168.51.164,test,2,0,30,0
192.168.169.165,test,1,0,5,0
192.168.105.69,guest,3,1,10,0
192.168.56.5,test,44,0,1,1
192.168.246.11,user,2,1,1,0
192.168.127.120,guest,180,0,1,1
192.168.191.156,admin,3,1,30,0
192.168.232.105,guest,53,0,5,1
192.168.31.190,user,2,0,30,0
192.168.194.205,test,3,0,30,0
192.168.210.183,admin,137,0,10,1
192.168.22.139,guest,1,0,1,0
192.168.199.224,admin,1,1,10,0
192.168.68.99,guest,3,0,1,0
192.168.33.99,admin,37,0,5,1
192.168.71.148,admin,153,0,1,1
192.168.44.42,admin,1,0,10,0
192.168.189.180,guest,86,0,1,1
192.168.114.191,test,85,0,1,1
192.168.2.109,admin,0,1,5,0
192.168.224.1,guest,78,0,1,1
192.168.11.121,test,3,0,30,0
192.168.222.254,admin,3,1,30,0
192.168.49.216,user,0,0,1,0
192.168.67.47,test,69,0,30,1
192.168.211.233,test,0,0,10,0
192.168.49.174,test,96,0,5,1
192.168.42.66,admin,125,0,10,1
192.168.244.87,guest,2,0,5,0
192.168.214.148,user,42,0,1,1
192.168.196.57,user,3,0,5,0
192.168.114.7,guest,52,0,30,1
192.168.138.168,user,3,0,1,0
192.168.111.235,user,3,1,10,0
192.168.120.218,test,3,1,1,0
192.168.198.213,test,3,0,30,0
192.168.123.166,admin,200,0,1,1
192.168.19.152,guest,130,0,10,1
192.168.45.246,admin,130,0,5,1
192.168.182.246,test,2,1,1,0
192.168.90.214,user,1,0,10,0
192.168.166.239,test,112,0,10,1
192.168.51.60,guest,34,0,10,1
192.168.245.210,admin,3,1,1,0
192.168.205.171,admin,2,0,10,0
192.168.247.140,user,2,0,30,0
192.168.173.90,admin,25,0,5,1
192.168.7.114,test,149,0,1,1
192.168.242.157,user,2,0,1,0
192.168.156.11,user,38,0,1,1
192.168.203.102,test,41,0,10,1
192.168.203.166,user,0,0,5,0
192.168.246.174,user,3,1,5,0
192.168.171.43,guest,133,0,30,1
192.168.165.155,test,2,1,5,0
192.168.173.143,test,3,1,1,0
192.168.239.67,test,98,0,10,1
192.168.130.70,user,3,0,30,0
192.168.195.146,admin,3,0,1,0
192.168.177.132,test,192,0,30,1
192.168.245.181,user,1,0,1,0
192.168.70.115,guest,1,1,10,0
192.168.221.199,test,0,0,5,0
192.168.217.190,admin,2,1,30,0
192.168.235.192,admin,0,0,30,0
192.168.129.59,test,0,1,5,0
192.168.14.107,guest,198,0,5,1
192.168.3.57,test,150,0,30,1
192.168.116.66,user,2,1,1,0
192.168.38.109,admin,0,1,10,0
192.168.5.245,user,3,0,30,0
192.168.50.218,admin,172,0,10,1
192.168.231.129,guest,0,1,5,0
192.168.206.213,user,152,0,30,1
192.168.186.149,user,1,0,1,0
192.168.9.160,test,0,0,10,0
192.168.243.205,admin,103,0,5,1
192.168.20.137,admin,1,1,1,0
192.168.212.125,user,1,1,1,0
192.168.214.85,user,1,1,30,0
192.168.82.73,admin,180,0,1,1
192.168.176.154,user,131,0,5,1
192.168.236.73,guest,125,0,1,1
192.168.128.49,user,34,0,1,1
192.168.230.216,guest,2,0,30,0
192.168.70.132,guest,3,0,5,0
192.168.241.132,user,1,0,1,0
192.168.37.71,test,1,0,5,0
192.168.109.170,user,0,0,1,0
192.168.91.4,guest,2,0,10,0
192.168.27.41,guest,165,0,1,1
192.168.206.76,guest,3,1,30,0
192.168.158.179,user,2,0,10,0
192.168.149.44,guest,1,0,30,0
192.168.237.251,admin,2,1,10,0
192.168.123.18,test,2,1,5,0
192.168.76.168,user,2,0,10,0
192.168.146.50,admin,1,1,5,0
192.168.60.135,guest,3,1,5,0
192.168.145.174,user,0,1,5,0
192.168.214.2,test,0,0,30,0
192.168.4.117,user,2,1,30,0
192.168.194.231,test,111,0,5,1
192.168.252.6,user,1,0,5,0
192.168.118.86,user,96,0,30,1
192.168.123.75,admin,127,0,30,1
192.168.88.229,guest,3,0,10,0
192.168.36.207,user,1,0,10,0
192.168.27.137,user,0,0,5,0
192.168.110.87,user,2,0,5,0
192.168.236.29,test,3,0,30,0
192.168.89.192,admin,1,0,10,0
192.168.220.172,test,0,0,1,0
192.168.156.45,guest,0,0,10,0
192.168.97.234,test,2,0,10,0
192.168.114.215,admin,2,1,30,0
192.168.178.114,user,1,0,10,0
192.168.195.173,admin,2,1,5,0
192.168.171.125,admin,2,0,1,0
192.168.113.124,guest,3,0,30,0
192.168.60.101,user,2,1,5,0
192.168.111.227,user,3,1,10,0
192.168.136.115,guest,1,0,5,0
192.168.164.162,user,148,0,10,1
192.168.144.51,admin,1,1,10,0
192.168.18.25,test,0,1,1,0
192.168.93.15,test,0,0,5,0
192.168.60.159,user,1,1,5,0
192.168.166.239,user,2,0,10,0
192.168.82.131,test,1,0,30,0
192.168.33.81,test,2,1,30,0
192.168.239.9,admin,174,0,1,1
192.168.120.165,admin,0,1,5,0
192.168.213.156,test,70,0,30,1
192.168.185.107,user,2,0,1,0
192.168.37.173,test,0,1,1,0
192.168.148.135,admin,0,1,10,0
192.168.117.23,admin,98,0,5,1
192.168.127.101,user,3,1,5,0
192.168.230.155,admin,3,0,10,0
192.168.64.196,test,2,0,5,0
192.168.126.19,admin,3,1,1,0
192.168.177.133,test,125,0,1,1
192.168.194.44,test,1,0,30,0
192.168.77.45,admin,138,0,1,1
192.168.99.89,user,0,1,5,0
192.168.247.73,admin,3,1,10,0
192.168.79.32,test,1,0,10,0
192.168.252.50,test,0,0,5,0
192.168.95.173,test,2,0,10,0
192.168.142.13,guest,3,1,10,0
192.168.101.195,admin,0,0,1,0
192.168.187.2,user,1,0,10,0
192.168.46.164,guest,1,0,10,0
192.168.238.244,test,1,0,10,0
192.168.237.222,test,3,0,30,0
192.168.241.71,guest,3,0,10,0
192.168.91.227,test,177,0,10,1
192.168.68.67,test,3,0,10,0
192.168.236.103,test,171,0,5,1
192.168.188.197,admin,0,0,10,0
192.168.104.111,guest,1,0,10,0
192.168.165.24,guest,3,0,1,0
192.168.228.150,admin,1,0,1,0
192.168.187.50,guest,2,0,5,0
192.168.35.165,guest,0,1,30,0
192.168.45.130,test,1,1,1,0
192.168.122.145,user,3,0,1,0
192.168.27.77,user,3,0,1,0
192.168.168.145,test,2,1,1,0
192.168.246.73,guest,184,0,5,1
192.168.108.247,guest,1,0,5,0
192.168.147.134,test,2,1,1,0
192.168.227.236,user,3,1,30,0
192.168.246.57,user,96,0,30,1
192.168.104.68,user,189,0,30,1
192.168.188.25,user,2,1,1,0
192.168.239.84,test,2,0,10,0
192.168.154.125,guest,151,0,1,1
192.168.102.162,admin,3,0,10,0
192.168.159.159,guest,120,0,10,1
192.168.4.80,guest,1,1,30,0
192.168.65.227,test,170,0,5,1
192.168.6.3,guest,2,0,10,0
192.168.184.221,guest,137,0,10,1
192.168.228.106,admin,1,1,30,0
192.168.242.33,test,72,0,5,1
192.168.136.113,user,1,1,10,0
192.168.198.46,admin,200,0,1,1
192.168.90.119,user,1,1,10,0
192.168.239.138,admin,0,1,30,0
192.168.69.104,guest,92,0,30,1
192.168.85.135,user,2,0,30,0
192.168.242.142,test,1,0,10,0
192.168.200.116,user,1,0,1,0
192.168.116.90,admin,3,0,10,0
192.168.246.252,test,2,0,1,0
192.168.82.73,admin,3,1,30,0
192.168.49.85,admin,1,1,10,0
192.168.138.69,test,1,1,1,0
192.168.7.240,test,103,0,10,1
192.168.178.69,test,1,1,30,0
192.168.85.221,guest,0,0,1,0
192.168.99.173,test,2,0,1,0
192.168.38.53,user,3,0,5,0
192.168.98.104,guest,3,0,1,0
192.168.123.181,guest,2,1,1,0
192.168.140.12,admin,42,0,5,1
192.168.105.121,admin,0,1,5,0
192.168.6.208,user,1,1,1,0
192.168.63.242,guest,35,0,5,1
192.168.57.222,admin,198,0,5,1
192.168.155.209,guest,3,1,5,0
192.168.192.37,admin,97,0,5,1
192.168.91.85,user,0,1,5,0
192.168.170.121,test,135,0,5,1
192.168.160.127,guest,57,0,1,1
192.168.75.72,admin,96,0,1,1
192.168.179.241,admin,58,0,1,1
192.168.114.226,test,79,0,5,1
192.168.43.193,user,0,1,10,0
192.168.70.238,admin,151,0,10,1
192.168.243.7,guest,181,0,10,1
192.168.214.81,guest,191,0,1,1
192.168.46.238,user,3,1,10,0
192.168.83.50,admin,2,0,1,0
192.168.47.112,guest,1,0,30,0
192.168.215.21,guest,0,0,30,0
192.168.86.99,guest,0,0,1,0
192.168.182.160,guest,174,0,5,1
192.168.101.80,guest,101,0,10,1
192.168.135.63,guest,89,0,5,1
192.168.209.28,test,1,0,5,0
192.168.123.80,admin,1,1,5,0
192.168.4.230,test,0,1,10,0
192.168.156.127,admin,39,0,10,1
192.168.20.201,user,3,1,30,0
192.168.77.205,guest,83,0,1,1
192.168.13.13,user,3,1,5,0
192.168.107.151,guest,77,0,1,1
192.168.3.195,test,179,0,10,1
192.168.123.143,user,184,0,30,1
192.168.159.96,user,40,0,5,1
192.168.92.209,test,2,0,30,0
192.168.114.76,user,2,0,5,0
192.168.215.195,test,1,1,5,0
192.168.88.114,admin,130,0,5,1
192.168.159.217,admin,1,0,10,0
192.168.55.11,test,155,0,30,1
192.168.70.99,admin,1,0,1,0
192.168.230.244,test,144,0,30,1
192.168.174.62,guest,2,1,30,0
192.168.210.78,user,2,0,10,0
192.168.59.186,admin,143,0,5,1
192.168.86.202,admin,146,0,30,1
192.168.150.102,admin,2,0,1,0
192.168.60.191,user,130,0,30,1
192.168.20.59,user,1,1,30,0
192.168.14.156,test,2,1,1,0
192.168.2.34,test,2,1,1,0
192.168.156.30,test,1,1,30,0
192.168.228.109,user,2,1,10,0
192.168.225.221,guest,158,0,10,1
192.168.14.174,admin,1,0,30,0
192.168.98.45,guest,77,0,10,1
192.168.235.62,user,109,0,30,1
192.168.91.216,test,0,1,10,0
192.168.110.43,guest,2,0,1,0
192.168.195.205,test,0,1,10,0
192.168.223.119,admin,3,0,1,0
192.168.65.125,guest,0,0,10,0
192.168.196.50,user,0,1,30,0
192.168.175.35,user,1,0,10,0
192.168.248.240,user,1,0,30,0
192.168.211.24,user,2,0,30,0
192.168.146.107,admin,60,0,30,1
192.168.211.150,user,1,1,10,0
192.168.142.52,guest,3,0,10,0
192.168.152.4,guest,1,1,30,0
192.168.56.75,guest,3,0,5,0
192.168.248.49,guest,169,0,30,1
192.168.236.220,test,0,0,1,0
192.168.113.170,user,2,1,10,0
192.168.229.78,guest,136,0,30,1
192.168.154.237,user,3,1,5,0
192.168.169.10,guest,20,0,30,1
192.168.153.143,user,1,0,5,0
192.168.39.234,test,200,0,10,1
192.168.206.18,admin,2,1,10,0
192.168.27.131,admin,31,0,30,1
192.168.234.205,test,167,0,1,1
192.168.179.46,admin,151,0,30,1
192.168.194.39,guest,92,0,30,1
192.168.84.92,guest,3,0,5,0
192.168.55.131,test,0,0,5,0
192.168.18.41,test,3,1,1,0
192.168.19.134,guest,2,0,1,0
192.168.113.129,guest,170,0,5,1
192.168.2.165,admin,3,0,5,0
192.168.254.130,guest,116,0,5,1
192.168.139.182,guest,0,1,30,0
192.168.37.101,user,2,1,30,0
192.168.189.100,guest,0,1,1,0
192.168.97.172,user,1,1,1,0
192.168.183.199,test,1,1,1,0
192.168.50.131,user,1,0,30,0
192.168.0.117,user,2,1,30,0
192.168.236.13,admin,3,0,1,0
192.168.38.140,user,3,1,5,0
192.168.127.28,user,56,0,30,1
192.168.82.219,guest,2,0,1,0
192.168.76.88,test,69,0,30,1
192.168.153.87,test,2,1,10,0
192.168.117.196,admin,1,0,5,0
192.168.237.197,guest,2,1,1,0
192.168.222.184,user,0,0,1,0
192.168.7.119,admin,0,0,10,0
192.168.168.28,test,1,1,10,0
192.168.254.245,guest,2,1,30,0
192.168.7.114,test,2,0,30,0
192.168.236.242,test,39,0,5,1
192.168.158.175,user,3,1,30,0
192.168.162.226,guest,3,0,10,0
192.168.6.68,guest,110,0,5,1
192.168.64.192,admin,161,0,5,1
192.168.189.87,guest,127,0,5,1
192.168.76.229,guest,34,0,1,1
192.168.178.115,guest,3,1,30,0
192.168.159.186,user,1,0,1,0
192.168.187.48,test,0,0,1,0
192.168.200.136,admin,2,1,10,0
192.168.192.233,test,3,0,30,0
192.168.47.171,admin,107,0,5,1
192.168.228.80,guest,167,0,10,1
192.168.43.85,test,3,0,30,0
192.168.193.184,admin,3,0,5,0
192.168.195.70,admin,27,0,10,1
192.168.157.165,guest,1,0,5,0
192.168.11.110,test,0,0,5,0
192.168.196.241,user,1,1,10,0
192.168.229.5,admin,0,1,30,0
192.168.128.13,user,55,0,5,1
192.168.105.111,user,80,0,1,1
192.168.179.66,admin,185,0,5,1
192.168.39.59,guest,1,0,1,0
192.168.59.51,admin,1,1,30,0
192.168.1.223,user,3,0,10,0
192.168.238.7,admin,3,0,10,0
192.168.52.135,user,176,0,1,1
192.168.0.229,user,176,0,10,1
192.168.195.148,test,1,0,30,0
192.168.208.76,user,83,0,1,1
192.168.134.238,admin,2,1,30,0
192.168.228.187,test,164,0,10,1
192.168.111.155,admin,0,0,5,0
192.168.189.62,guest,0,0,30,0
192.168.117.90,user,3,1,5,0
192.168.215.251,guest,2,0,5,0
192.168.93.245,test,66,0,30,1
192.168.56.167,guest,2,0,30,0
192.168.153.24,admin,183,0,5,1
192.168.186.35,admin,2,0,5,0
192.168.238.38,guest,2,1,10,0
192.168.47.41,test,1,1,30,0
192.168.116.240,admin,0,0,1,0
192.168.44.39,guest,2,0,1,0
192.168.33.151,user,1,0,30,0
192.168.206.93,user,3,0,1,0
192.168.171.133,user,3,1,10,0
192.168.118.156,user,3,0,30,0
192.168.196.155,test,92,0,30,1
192.168.119.247,admin,125,0,10,1
192.168.106.141,admin,0,0,5,0
192.168.142.248,guest,0,0,10,0
192.168.237.168,guest,1,0,1,0
192.168.67.122,test,95,0,5,1
192.168.26.236,admin,171,0,30,1
192.168.167.201,admin,3,0,10,0
192.168.91.1,user,0,1,1,0
192.168.82.106,user,3,0,1,0
192.168.151.248,admin,0,0,10,0
192.168.40.113,test,167,0,5,1
192.168.226.29,user,140,0,10,1
192.168.184.171,test,119,0,5,1
192.168.121.12,user,86,0,30,1
192.168.252.183,user,0,0,10,0
192.168.70.40,guest,2,1,10,0
192.168.172.62,guest,2,0,1,0
192.168.227.8,guest,40,0,30,1
192.168.252.17,guest,0,1,10,0
192.168.222.104,admin,2,0,10,0
192.168.41.193,guest,3,0,5,0
192.168.125.158,user,126,0,5,1
192.168.107.116,admin,2,1,30,0
192.168.120.140,test,1,0,5,0
192.168.221.11,guest,22,0,5,1
192.168.49.217,test,2,0,1,0
192.168.174.143,admin,2,1,1,0
192.168.196.60,test,2,0,1,0
192.168.206.217,guest,1,0,5,0
192.168.127.249,user,2,1,1,0
192.168.144.160,admin,0,0,30,0
192.168.115.66,guest,162,0,1,1
192.168.87.156,user,0,1,1,0
192.168.32.161,test,0,0,30,0
192.168.171.94,guest,62,0,1,1
192.168.210.133,admin,0,1,10,0
192.168.3.95,test,0,0,30,0
192.168.151.101,user,192,0,1,1
192.168.68.189,test,1,0,10,0
192.168.98.64,guest,3,0,10,0
192.168.14.90,guest,2,1,5,0
192.168.93.22,admin,23,0,30,1
192.168.178.209,test,56,0,10,1
192.168.94.8,guest,2,1,1,0
192.168.182.14,user,0,1,30,0
192.168.117.228,test,2,0,1,0
192.168.165.139,user,2,1,10,0
192.168.104.73,user,2,0,1,0
192.168.87.96,test,0,0,30,0
192.168.237.5,test,49,0,10,1
192.168.123.164,user,1,0,10,0
192.168.188.224,guest,132,0,10,1
192.168.1.43,admin,1,1,5,0
192.168.253.46,test,1,0,30,0
192.168.68.195,admin,2,1,10,0
192.168.146.21,test,3,0,10,0
192.168.36.222,user,3,0,5,0
192.168.206.211,user,2,1,5,0
192.168.222.20,admin,1,0,5,0
192.168.52.229,admin,1,1,5,0
192.168.245.96,test,0,1,30,0
192.168.154.11,admin,31,0,1,1
192.168.157.36,admin,1,0,1,0
192.168.255.202,guest,3,1,1,0
192.168.172.137,admin,50,0,5,1
192.168.167.170,admin,1,1,5,0
192.168.224.22,test,1,0,10,0
192.168.215.134,admin,34,0,30,1
192.168.43.208,user,0,1,1,0
192.168.75.36,guest,0,1,5,0
192.168.199.221,admin,3,1,30,0
192.168.221.236,test,2,0,10,0
192.168.72.29,guest,1,1,1,0
192.168.105.47,user,143,0,1,1
192.168.116.217,admin,1,1,1,0
192.168.75.245,user,3,0,1,0
192.168.100.173,admin,3,0,1,0
192.168.44.216,guest,2,1,5,0
192.168.128.181,test,1,0,10,0
192.168.216.21,admin,79,0,30,1
192.168.157.212,guest,1,1,5,0
192.168.154.6,guest,101,0,5,1
192.168.3.223,user,3,1,5,0
192.168.185.118,guest,2,1,30,0
192.168.185.77,test,74,0,30,1
192.168.173.125,user,3,1,1,0
192.168.166.169,test,142,0,10,1
192.168.223.119,test,3,0,1,0
192.168.252.49,admin,175,0,1,1
192.168.81.50,test,0,1,30,0
192.168.128.45,guest,55,0,30,1
192.168.114.234,user,185,0,1,1
192.168.225.248,user,47,0,30,1
192.168.216.176,guest,2,1,30,0
192.168.84.217,admin,3,0,10,0
192.168.156.73,admin,2,0,30,0
192.168.177.50,guest,0,0,5,0
192.168.38.19,user,138,0,30,1
192.168.49.69,test,0,0,30,0
192.168.207.31,test,2,1,10,0
192.168.109.76,user,3,0,10,0
192.168.152.180,guest,46,0,10,1
192.168.16.207,user,3,1,30,0
192.168.161.122,user,1,1,5,0
192.168.80.114,user,123,0,5,1
192.168.47.106,guest,3,0,10,0
192.168.10.3,guest,98,0,30,1
192.168.236.26,guest,2,0,30,0
192.168.208.50,guest,0,0,5,0
192.168.39.18,user,3,0,30,0
192.168.245.143,admin,1,0,5,0
192.168.170.45,test,3,0,10,0
192.168.5.210,test,91,0,10,1
192.168.126.129,test,2,0,30,0
192.168.69.219,guest,1,1,10,0
192.168.219.41,admin,2,1,5,0
192.168.4.14,test,182,0,5,1
192.168.23.65,guest,1,0,5,0
192.168.91.163,user,51,0,1,1
192.168.55.58,test,3,0,30,0
192.168.172.18,guest,156,0,1,1
192.168.192.62,guest,70,0,30,1
192.168.60.80,test,0,1,10,0
192.168.201.160,user,2,0,30,0
192.168.21.215,admin,3,0,5,0
192.168.7.15,test,2,0,10,0
192.168.170.134,guest,1,0,10,0
192.168.245.3,test,111,0,10,1
192.168.183.1,guest,3,0,1,0
192.168.219.173,admin,121,0,1,1
192.168.175.67,user,3,1,10,0
192.168.1.64,admin,105,0,1,1
192.168.177.138,guest,0,0,1,0
192.168.129.201,admin,3,0,5,0
192.168.181.14,guest,3,1,1,0
192.168.66.123,admin,50,0,1,1
192.168.183.179,guest,1,1,1,0
192.168.236.23,guest,24,0,1,1
192.168.65.47,admin,129,0,5,1
192.168.182.201,guest,3,0,1,0
192.168.5.148,guest,71,0,30,1
192.168.233.138,test,0,1,1,0
192.168.37.214,guest,2,1,10,0
192.168.230.187,guest,1,0,30,0
192.168.231.20,test,3,0,10,0
192.168.116.125,admin,3,0,5,0
192.168.164.229,test,0,1,10,0
192.168.74.60,admin,187,0,30,1
192.168.1.243,user,65,0,5,1
192.168.234.252,guest,3,1,30,0
192.168.208.169,admin,0,1,30,0
192.168.27.70,guest,2,0,10,0
192.168.226.198,user,30,0,5,1
192.168.174.29,guest,2,1,10,0
192.168.248.67,guest,52,0,30,1
192.168.116.238,guest,0,0,5,0
192.168.13.239,test,3,1,10,0
192.168.151.13,user,1,1,1,0
192.168.170.179,admin,157,0,30,1
192.168.100.212,user,0,1,30,0
192.168.82.37,user,196,0,30,1
192.168.196.186,guest,1,1,5,0
192.168.116.115,user,2,1,1,0
192.168.103.162,test,0,0,5,0
192.168.19.34,guest,0,1,30,0
192.168.94.96,admin,0,0,5,0
192.168.219.165,guest,2,1,30,0
192.168.100.218,user,1,1,10,0
192.168.90.170,guest,89,0,10,1
192.168.218.235,admin,2,0,10,0
192.168.190.34,guest,3,1,10,0
192.168.52.110,user,2,0,1,0
192.168.107.96,test,146,0,30,1
192.168.191.132,guest,2,0,1,0
192.168.50.5,guest,1,0,10,0
192.168.23.180,test,1,0,10,0
192.168.233.20,test,0,1,5,0
192.168.236.89,admin,3,0,10,0
192.168.5.180,guest,0,0,30,0
192.168.250.50,user,177,0,10,1
192.168.239.29,guest,152,0,5,1
192.168.21.234,guest,1,0,10,0
192.168.144.187,admin,1,1,1,0
192.168.251.90,test,2,1,10,0
192.168.55.228,admin,0,1,5,0
192.168.7.43,admin,136,0,1,1
192.168.143.138,user,2,1,10,0
192.168.140.183,test,1,1,10,0
192.168.170.124,test,0,0,1,0
192.168.245.86,guest,3,1,10,0
192.168.141.172,test,2,0,1,0
192.168.224.15,user,120,0,5,1
192.168.33.128,user,2,1,1,0
192.168.50.14,guest,3,1,30,0
192.168.196.93,admin,2,1,30,0
192.168.36.6,test,98,0,30,1
192.168.109.57,test,135,0,1,1
192.168.122.206,admin,116,0,10,1
192.168.189.12,user,170,0,1,1
192.168.39.254,user,0,0,5,0
192.168.231.10,user,0,1,10,0
192.168.143.119,guest,3,1,1,0
192.168.197.59,test,2,1,30,0
192.168.38.98,test,51,0,1,1
192.168.121.223,guest,2,1,1,0
192.168.193.216,test,0,0,1,0
192.168.204.12,test,2,0,1,0
192.168.136.236,admin,0,0,5,0
192.168.218.105,test,1,1,1,0
192.168.243.144,guest,2,1,10,0
192.168.36.81,guest,3,0,30,0
192.168.37.169,test,93,0,1,1
192.168.178.14,guest,2,0,10,0
192.168.68.52,test,71,0,30,1
192.168.119.23,guest,0,1,1,0
192.168.181.170,guest,2,0,30,0
192.168.88.69,admin,1,0,30,0
192.168.40.238,user,3,0,10,0
192.168.243.15,admin,41,0,30,1
192.168.80.124,admin,2,0,10,0
192.168.183.250,test,3,0,1,0
192.168.43.110,admin,3,1,10,0
192.168.83.87,admin,2,1,10,0
192.168.79.71,admin,0,0,1,0
192.168.162.99,admin,158,0,1,1
192.168.111.78,test,0,0,1,0
192.168.111.102,admin,0,0,10,0
192.168.1.6,user,3,0,1,0
192.168.202.158,guest,0,0,1,0
192.168.22.206,test,0,1,1,0
192.168.139.226,user,0,0,5,0
192.168.130.193,guest,3,0,10,0
192.168.196.66,admin,75,0,10,1
192.168.100.187,user,150,0,10,1
192.168.67.138,user,1,1,30,0
192.168.54.230,user,1,0,10,0
192.168.20.168,user,193,0,10,1
192.168.103.2,test,2,0,5,0
192.168.74.30,test,3,0,10,0
192.168.90.35,user,193,0,5,1
192.168.93.238,user,2,1,1,0
192.168.53.44,admin,0,0,30,0
192.168.51.120,admin,148,0,1,1
192.168.140.157,guest,0,0,5,0
192.168.144.47,guest,0,0,10,0
192.168.237.125,admin,0,1,5,0
192.168.9.233,test,1,1,1,0
192.168.192.56,guest,2,0,10,0
192.168.105.205,admin,2,1,10,0
192.168.102.133,guest,167,0,1,1
192.168.246.46,admin,2,1,1,0
192.168.18.141,guest,0,0,10,0
192.168.44.100,test,29,0,5,1
192.168.67.61,test,0,0,10,0
192.168.248.54,admin,0,1,10,0
192.168.92.55,user,2,0,5,0
192.168.148.67,guest,94,0,30,1
192.168.178.234,test,30,0,5,1
192.168.74.90,user,28,0,10,1
192.168.38.4,admin,1,1,10,0
192.168.149.230,test,1,0,30,0
192.168.139.106,admin,0,0,10,0
192.168.38.116,admin,1,1,5,0
192.168.251.209,test,3,0,30,0
192.168.50.243,guest,1,1,10,0
192.168.94.110,admin,2,0,1,0
192.168.226.59,guest,2,1,10,0
192.168.112.26,guest,1,1,30,0
192.168.195.8,user,2,0,1,0
192.168.222.81,admin,1,0,10,0
192.168.123.222,test,2,0,1,0
192.168.42.65,admin,2,0,1,0
192.168.185.76,user,1,0,30,0
192.168.206.26,admin,0,0,10,0
192.168.113.20,test,200,0,30,1
192.168.194.207,test,2,1,1,0
192.168.150.82,admin,168,0,30,1
192.168.94.61,guest,97,0,30,1
192.168.179.70,guest,28,0,1,1
192.168.113.155,user,143,0,1,1
192.168.56.199,user,79,0,30,1
192.168.118.179,user,0,0,30,0
192.168.161.119,admin,160,0,30,1
192.168.109.115,user,2,0,5,0
192.168.41.207,user,150,0,1,1
192.168.83.121,guest,1,0,10,0
192.168.28.95,user,2,1,30,0
192.168.167.171,guest,0,0,1,0
192.168.254.48,user,0,0,5,0
192.168.124.79,admin,0,0,30,0
192.168.46.253,test,2,0,5,0
192.168.69.142,test,45,0,30,1
192.168.18.131,test,1,0,10,0
192.168.221.24,admin,195,0,10,1
192.168.78.89,admin,112,0,10,1
192.168.78.144,admin,115,0,5,1
192.168.26.102,guest,3,1,5,0
192.168.215.176,test,190,0,5,1
192.168.113.47,guest,185,0,5,1
192.168.75.141,test,2,0,1,0
192.168.79.213,guest,2,0,5,0
192.168.125.145,user,3,0,30,0
192.168.150.133,user,57,0,10,1
192.168.113.66,admin,142,0,1,1
192.168.154.123,guest,30,0,10,1
192.168.126.228,user,1,0,10,0
192.168.91.66,user,3,1,1,0
192.168.70.189,admin,0,1,30,0
192.168.73.4,guest,197,0,1,1
192.168.55.182,guest,3,1,1,0
192.168.125.123,test,1,1,30,0
192.168.131.231,test,86,0,30,1
192.168.248.66,guest,2,1,5,0
192.168.200.203,user,3,0,30,0
192.168.61.189,user,3,1,5,0
192.168.229.235,user,2,0,10,0
192.168.193.25,guest,3,0,5,0
192.168.61.205,user,2,0,5,0
192.168.174.226,user,126,0,10,1
